OT hour,Downtime,Absent percentage,Precipitation (%),UV Index,Season
14,67,0.5,16,1,Summer
24,58,10,17,4,Autumn
24,39,7,5,6,Spring
18,75,13.5,106,14,Winter
18,69,9,30,1,Spring
32,65,8.5,18,9,Winter
30,75,7,76,3,Autumn
1,73,5.5,78,1,Winter
30,61,1.5,11,7,Autumn
48,37,13.5,92,4,Autumn
40,22,5,18,7,Spring
1,76,11.5,51,4,Autumn
13,67,10.5,66,3,Spring
21,60,15.5,72,0,Autumn
30,52,6.5,19,9,Summer
31,79,18,88,0,Autumn
13,88,8,70,1,Winter
28,96,9.5,78,3,Spring
16,71,0.5,29,4,Summer
-4,94,14.5,85,0,Winter
27,40,2,35,14,Winter
-7,89,11.5,96,1,Winter
36,70,0.5,70,2,Spring
15,91,19.5,93,2,Spring
36,104,18,73,9,Summer
-6,90,13.5,94,0,Winter
-3,78,0,96,1,Winter
-3,79,12.5,55,0,Winter
30,92,9,52,3,Autumn
16,77,2.5,45,4,Summer
14,71,5.5,32,1,Winter
17,66,18,63,1,Winter
11,95,5.5,65,2,Autumn
-3,89,13,88,0,Winter
33,69,5,0,11,Winter
-11,72,18.5,93,11,Winter
21,34,8,9,11,Summer
26,73,2.5,34,3,Winter
5,28,0.5,19,13,Autumn
20,75,19.5,54,2,Summer
-6,82,1,71,1,Winter
26,79,9,76,4,Winter
18,71,12.5,66,0,Spring
1,108,13,84,7,Winter
4,88,18,63,1,Winter
55,105,30.5,96,10,Spring
33,67,19.5,65,2,Spring
32,28,1.5,14,5,Summer
31,57,1.5,89,2,Winter
-9,59,0.5,10,4,Autumn
4,64,0.5,63,1,Winter
-10,94,5,62,1,Winter
24,70,14,50,3,Autumn
81,76,6.5,80,1,Summer
24,25,3,91,13,Spring
19,33,14,18,6,Winter
4,83,8,97,1,Winter
30,85,15.5,80,1,Summer
23,85,18.5,91,3,Autumn
22,61,14.5,21,1,Summer
17,71,10.5,75,0,Summer
-9,69,9,96,0,Winter
23,24,1,5,8,Winter
11,60,6.5,48,4,Autumn
38,42,11,75,11,Winter
88,93,6.5,108,1,Autumn
17,73,14.5,34,2,Autumn
19,73,4,36,4,Summer
24,67,1,16,8,Winter
14,79,11.5,37,4,Autumn
-1,98,8.5,75,0,Winter
31,36,5.5,19,9,Autumn
30,71,3.5,35,1,Winter
-6,90,20,95,1,Winter
20,78,1.5,59,9,Winter
18,68,6.5,68,3,Autumn
21,66,0,5,10,Spring
0,95,1.5,96,1,Winter
28,75,10.5,39,2,Summer
24,62,9.5,20,4,Spring
40,61,12.5,51,10,Summer
2,80,8,77,0,Winter
22,69,8.5,8,8,Winter
33,50,5,13,1,Spring
22,42,3.5,11,7,Spring
1,84,16,50,1,Winter
-1,60,15,57,0,Winter
60,96,16.5,86,10,Winter
33,52,5.5,33,4,Autumn
20,64,4,8,11,Autumn
25,58,3,9,5,Summer
44,92,19.5,80,9,Summer
-6,85,17,59,1,Winter
0,93,19,84,0,Winter
32,85,6,83,0,Autumn
24,60,6,7,6,Summer
27,24,13,10,5,Spring
14,75,12.5,33,4,Winter
25,21,0,11,8,Autumn
27,40,5.5,7,11,Summer
29,48,8.5,2,8,Autumn
-2,94,13,71,1,Winter
25,31,0.5,11,5,Autumn
23,71,13,46,2,Spring
34,38,6.5,0,9,Autumn
14,85,14.5,50,2,Summer
29,45,4,7,7,Summer
33,59,2.5,76,10,Spring
-4,83,3.5,62,1,Winter
38,29,4,95,3,Autumn
35,49,3,6,5,Autumn
-8,65,2.5,79,14,Winter
32,44,5,8,9,Autumn
39,50,9.5,15,8,Spring
16,95,11.5,82,1,Autumn
32,33,14,88,4,Summer
-21,81,36.5,92,9,Winter
-13,35,1,20,13,Summer
2,38,6,86,10,Summer
35,63,8,3,10,Spring
42,57,7,19,10,Spring
27,37,6.5,4,10,Winter
-3,86,13.5,91,1,Winter
34,77,18.5,98,1,Winter
25,109,16.5,89,9,Spring
-13,108,6,81,12,Winter
4,67,14.5,94,1,Winter
3,96,4,56,1,Winter
36,54,5,7,7,Spring
27,69,14,13,2,Spring
10,75,6.5,90,3,Spring
20,75,14.5,82,1,Autumn
32,92,19,52,0,Summer
20,52,12,11,2,Autumn
40,51,2,12,8,Spring
24,92,7,98,2,Autumn
45,102,9,86,7,Spring
4,81,8,53,1,Winter
24,66,0,17,8,Autumn
4,98,9.5,71,13,Winter
-10,93,20,61,0,Winter
47,20,14.5,67,13,Summer
38,61,9,19,8,Autumn
45,64,11.5,85,12,Summer
13,70,8,34,1,Spring
18,89,6.5,92,1,Winter
25,73,13.5,33,2,Summer
13,59,5,24,1,Summer
1,72,16,68,0,Winter
18,76,14.5,47,3,Autumn
-10,90,11.5,99,1,Winter
26,57,6,3,6,Spring
51,70,19,106,7,Spring
-3,93,2.5,64,0,Winter
28,79,18.5,92,2,Autumn
12,50,6,30,3,Summer
11,50,10,93,5,Summer
44,26,9,12,5,Winter
21,76,8.5,34,3,Autumn
37,64,12,71,1,Winter
17,89,2.5,71,12,Winter
16,88,5.5,97,1,Autumn
8,27,5,66,9,Summer
28,77,15,50,1,Summer
9,71,6.5,71,7,Spring
11,69,2,14,4,Spring
21,43,5,10,10,Winter
16,94,17,90,0,Autumn
36,50,6,0,8,Autumn
-3,87,15.5,61,0,Winter
36,59,3.5,66,4,Spring
53,75,6.5,104,1,Winter
44,50,4.5,12,9,Spring
37,62,7.5,19,7,Spring
41,48,0.5,19,10,Summer
-4,30,10,38,3,Winter
12,52,10.5,37,4,Autumn
31,24,7,19,8,Spring
26,26,5,99,1,Spring
-1,79,8.5,61,0,Winter
3,68,11,95,1,Winter
37,74,12.5,86,3,Autumn
65,76,7.5,85,1,Spring
-3,83,2,86,1,Winter
34,69,1,24,3,Winter
36,26,7.5,11,8,Winter
15,54,12,47,3,Spring
21,61,9.5,35,3,Spring
-8,96,13.5,61,1,Winter
55,99,1.5,85,2,Autumn
19,92,15.5,92,7,Summer
-7,75,6.5,101,0,Winter
4,107,29.5,88,12,Winter
15,96,6,70,1,Summer
29,80,16,65,0,Winter
28,75,15,27,3,Spring
-5,21,11,25,1,Spring
15,77,8.5,60,1,Spring
25,62,9,82,0,Summer
36,72,8,65,7,Autumn
-7,103,21.5,79,13,Winter
-2,83,16,82,1,Winter
28,57,5,21,3,Spring
10,75,12.5,56,2,Winter
-2,89,11,97,0,Winter
1,80,16,72,0,Winter
37,62,1.5,2,7,Autumn
28,63,10,39,2,Autumn
43,53,7,14,14,Winter
0,84,34,94,10,Winter
-16,33,13,55,14,Summer
20,47,10,12,8,Summer
-16,75,12,62,1,Summer
-4,97,1,89,1,Winter
28,59,8.5,22,4,Summer
18,52,9.5,48,3,Autumn
-5,22,7,68,9,Autumn
11,65,9.5,90,1,Spring
43,60,0.5,19,8,Autumn
25,54,8.5,38,2,Winter
17,97,16,97,1,Winter
39,36,6.5,7,7,Summer
35,66,6.5,1,5,Summer
44,27,8.5,16,9,Autumn
-10,92,1.5,94,0,Winter
35,60,9.5,13,11,Summer
2,85,16.5,91,1,Winter
3,91,13.5,58,0,Winter
30,46,9,1,11,Autumn
-3,81,19.5,75,0,Winter
14,86,10.5,93,2,Autumn
14,50,13,22,3,Summer
17,87,18,103,4,Winter
-10,75,8,57,1,Winter
47,52,13,49,11,Summer
25,97,12,93,1,Spring
11,98,14,61,3,Winter
-10,89,41.5,78,3,Winter
28,79,21,83,12,Spring
31,50,0,46,2,Winter
26,89,8,83,8,Spring
-5,61,8.5,71,0,Winter
42,35,6,19,11,Autumn
-2,99,17,96,0,Winter
22,62,6,89,3,Winter
13,59,14,39,1,Autumn
8,90,1.5,70,10,Spring
25,54,0,48,3,Spring
71,103,3,87,0,Winter
29,23,2,14,5,Spring
27,34,3,14,6,Winter
14,72,10.5,79,7,Spring
11,65,0.5,17,2,Summer
21,69,7.5,27,1,Autumn
21,81,13.5,91,1,Autumn
-8,70,18.5,96,0,Winter
15,73,11,32,4,Spring
-10,25,11,96,8,Spring
16,99,30,104,12,Winter
-14,67,10.5,68,7,Winter
36,68,2.5,14,10,Spring
41,31,9,8,7,Winter
47,60,5,20,8,Spring
34,91,7.5,78,0,Autumn
21,73,0,11,4,Spring
30,66,11.5,20,1,Summer
21,95,33,109,2,Winter
22,49,5.5,9,11,Winter
27,53,4.5,11,9,Autumn
32,83,13,104,5,Spring
19,71,13,73,2,Summer
38,43,10,3,9,Spring
-4,80,12.5,78,1,Winter
40,22,7.5,16,10,Summer
-4,26,11,87,4,Summer
44,32,5,12,11,Summer
-6,109,27.5,100,5,Winter
10,52,8.5,32,3,Autumn
20,69,2.5,36,2,Winter
13,52,14.5,10,3,Autumn
22,35,2,16,7,Spring
19,64,8.5,44,3,Spring
21,95,7.5,91,3,Autumn
49,76,28.5,99,4,Winter
24,68,16.5,90,1,Autumn
28,67,15,63,3,Summer
-8,86,3.5,60,0,Winter
46,29,14.5,18,6,Autumn
25,68,6,74,1,Autumn
25,80,15,94,0,Winter
26,76,11.5,30,4,Autumn
15,68,5,39,1,Autumn
60,92,11.5,75,12,Winter
24,22,2.5,9,10,Autumn
22,79,10.5,67,2,Spring
16,61,11,37,1,Autumn
10,70,12,48,3,Autumn
28,46,1,0,11,Summer
-8,60,3,77,0,Winter
40,23,8,19,6,Winter
2,81,18,89,1,Winter
-7,81,11,79,1,Winter
25,105,15.5,81,12,Summer
46,73,10.5,93,13,Autumn
19,87,13.5,87,13,Autumn
20,77,3,43,1,Autumn
-5,79,5.5,65,1,Winter
26,100,9,84,11,Spring
26,69,13.5,93,1,Autumn
20,86,6,89,10,Winter
32,77,6,26,2,Summer
17,88,9,73,3,Summer
27,66,10.5,40,4,Summer
-4,81,14.5,99,0,Winter
22,95,8,50,3,Summer
11,73,2,70,9,Winter
31,109,18.5,82,1,Winter
1,92,19,60,0,Winter
25,80,16.5,89,2,Spring
17,71,10,32,1,Spring
27,50,9,19,2,Spring
0,60,1,71,0,Winter
-11,92,4,80,7,Winter
0,81,11.5,99,0,Winter
12,95,9.5,94,1,Winter
22,74,18,85,3,Winter
17,91,28.5,81,6,Autumn
30,75,11.5,29,1,Winter
15,54,10,15,3,Summer
0,67,5.5,92,0,Winter
-6,82,13.5,99,1,Winter
0,96,11,91,1,Winter
31,65,15,96,1,Spring
22,71,7.5,70,3,Autumn
25,71,12.5,86,4,Summer
16,69,14,45,3,Autumn
10,74,2,27,3,Autumn
13,75,6,21,4,Winter
11,80,11,94,0,Winter
31,64,12.5,56,0,Winter
36,53,7,6,5,Summer
21,106,6.5,72,0,Summer
26,87,19,85,0,Summer
28,67,3,11,7,Autumn
-6,94,17,88,1,Winter
41,61,0,9,8,Spring
-1,21,5.5,42,10,Summer
24,34,3,9,10,Summer
4,90,3,92,0,Winter
4,78,16.5,90,0,Winter
25,59,0.5,28,1,Spring
29,71,10.5,45,3,Spring
-4,70,13.5,75,0,Winter
22,77,16,84,3,Winter
19,55,12,14,4,Spring
25,65,0,16,5,Winter
29,41,1,18,7,Spring
10,97,12.5,88,3,Autumn
24,102,19.5,108,5,Spring
22,56,9.5,29,4,Autumn
40,41,6,5,11,Winter
54,71,19.5,70,6,Autumn
34,56,0.5,43,2,Winter
16,94,32,76,0,Spring
27,69,14,41,3,Spring
28,65,5.5,64,0,Spring
-5,92,13,77,1,Winter
29,38,6,2,8,Summer
27,33,10,7,10,Winter
21,62,13.5,94,1,Spring
18,57,13,25,5,Winter
17,54,2,19,2,Summer
-10,88,35.5,104,13,Winter
14,66,7.5,20,4,Spring
-2,86,15,54,1,Winter
21,70,13,84,0,Summer
38,22,5.5,10,9,Spring
-17,31,8.5,26,1,Winter
41,98,1,87,10,Spring
57,82,21,91,12,Spring
-8,63,5.5,64,1,Winter
-5,91,10.5,54,1,Winter
31,84,20,70,0,Spring
18,51,9,15,2,Winter
36,23,2,1,11,Autumn
-7,25,2,14,5,Autumn
48,50,0.5,94,11,Spring
43,38,7.5,19,9,Autumn
26,95,14,51,1,Spring
16,76,4,10,2,Winter
12,68,9,31,1,Summer
34,74,2,20,4,Winter
29,36,2.5,11,9,Winter
28,98,17,56,1,Winter
26,76,4,36,3,Autumn
34,62,9,95,0,Winter
21,70,6,42,3,Winter
-5,96,10,63,0,Winter
28,22,2.5,9,11,Autumn
3,97,16,57,1,Winter
33,80,9,80,1,Autumn
25,24,9.5,36,7,Autumn
23,75,4.5,46,1,Winter
30,64,2.5,6,11,Autumn
25,42,3.5,5,5,Summer
31,81,9.5,75,2,Summer
29,39,4.5,18,7,Spring
35,23,0.5,16,11,Winter
-10,33,14.5,18,1,Summer
33,70,11.5,93,1,Autumn
2,73,30,101,13,Winter
33,24,6.5,4,11,Winter
3,82,12,51,1,Winter
28,59,5.5,18,6,Winter
41,41,2,5,8,Winter
25,45,2.5,3,9,Summer
4,67,13.5,59,1,Winter
18,61,10.5,53,1,Summer
58,101,34,102,4,Autumn
-7,91,5,63,1,Winter
-4,78,10,89,1,Winter
42,39,9,2,8,Autumn
29,74,13.5,97,12,Winter
13,80,14,52,1,Summer
99,91,19.5,95,11,Autumn
-1,74,3,53,0,Winter
-7,87,21,105,13,Winter
3,66,2.5,76,1,Winter
-9,97,6,52,0,Winter
-6,78,8.5,65,0,Winter
19,94,18,60,1,Summer
34,76,14.5,49,2,Winter
76,104,2.5,90,5,Winter
-4,77,19,92,0,Winter
22,90,12.5,53,0,Winter
32,41,9.5,59,11,Summer
25,50,2.5,16,10,Autumn
-8,66,2.5,70,0,Winter
13,39,13,15,8,Summer
14,68,14.5,34,2,Autumn
14,68,10.5,85,2,Summer
25,20,3,93,3,Winter
5,43,4,76,6,Winter
23,71,15.5,81,0,Winter
75,80,2.5,95,9,Autumn
69,97,14,102,10,Spring
16,71,16.5,89,6,Autumn
23,36,5.5,13,11,Summer
-4,92,14.5,57,1,Winter
38,21,11,52,8,Autumn
20,57,8,7,9,Winter
29,87,16,56,1,Autumn
34,30,0.5,1,10,Autumn
18,72,7,27,4,Autumn
29,74,5,41,2,Winter
18,94,15.5,77,2,Autumn
29,65,8.5,51,0,Summer
-10,77,12.5,59,1,Winter
32,88,5.5,97,1,Spring
35,27,8,11,11,Spring
31,98,11,51,3,Autumn
20,54,2.5,9,5,Summer
44,53,3.5,10,11,Winter
18,80,17.5,74,3,Autumn
-6,76,9.5,78,1,Winter
19,31,9.5,82,3,Autumn
29,86,16.5,76,5,Summer
34,50,2.5,8,10,Winter
21,66,4.5,47,3,Summer
-15,42,8.5,54,0,Winter
27,96,7.5,94,3,Summer
9,109,8,101,11,Spring
26,74,14.5,38,4,Spring
18,80,11.5,93,1,Autumn
39,37,1.5,19,8,Winter
0,81,4.5,61,1,Winter
24,72,0.5,64,1,Spring
26,40,9,8,9,Winter
-3,60,18,50,1,Winter
-4,97,2,79,6,Winter
43,29,1.5,1,6,Summer
-20,31,9.5,27,9,Winter
36,96,13.5,109,5,Winter
23,54,12,14,3,Summer
26,77,13,24,4,Autumn
21,72,17,55,1,Autumn
-3,82,9,74,0,Winter
32,60,6,18,3,Winter
13,41,7.5,87,5,Autumn
29,46,9,17,7,Spring
36,67,4.5,7,8,Winter
11,79,12.5,60,0,Summer
20,64,5.5,35,2,Summer
-2,93,1,71,1,Winter
-1,88,8.5,79,1,Winter
15,81,14,72,1,Autumn
32,87,8,69,3,Summer
18,79,8.5,81,2,Spring
40,24,7,11,11,Summer
4,95,34.5,105,6,Winter
44,63,8.5,14,7,Winter
22,79,17,63,0,Autumn
15,75,3,39,4,Winter
33,87,16.5,85,1,Summer
25,69,7.5,16,3,Autumn
2,89,14.5,86,0,Winter
26,94,15,62,0,Winter
24,77,14,40,2,Summer
4,81,16.5,88,0,Winter
28,63,2.5,29,4,Winter
-8,80,18,52,0,Winter
30,58,2,18,5,Spring
17,73,15,50,1,Spring
44,99,14,100,2,Autumn
35,64,12.5,18,4,Summer
37,27,2,10,8,Summer
33,67,1,42,4,Winter
20,44,9,3,9,Autumn
22,75,13,52,0,Winter
1,64,1,95,0,Winter
2,89,10,60,1,Winter
42,20,6.5,17,9,Summer
23,93,8,98,1,Autumn
-9,101,17,97,12,Winter
3,62,7.5,61,1,Winter
66,70,6.5,91,10,Summer
29,48,7.5,7,6,Winter
42,54,2.5,11,11,Autumn
7,66,0.5,25,14,Winter
26,85,19,86,2,Summer
29,29,4.5,19,8,Autumn
2,95,5,80,1,Winter
15,50,9.5,22,4,Winter
32,72,6,27,3,Spring
39,44,2,10,7,Summer
34,87,13,51,0,Autumn
23,21,5,55,1,Winter
41,104,5.5,85,13,Summer
-8,71,7.5,70,0,Winter
28,52,3,21,3,Winter
10,105,20,74,5,Winter
-6,60,16.5,99,0,Winter
29,71,15,12,4,Winter
20,61,4.5,39,3,Spring
-5,63,17,57,1,Winter
-19,35,14.5,54,6,Winter
45,34,14.5,18,1,Autumn
2,75,6,79,0,Winter
26,94,17,84,2,Autumn
33,76,8.5,68,3,Spring
1,76,0.5,85,1,Winter
36,48,2,12,10,Autumn
44,58,3.5,99,0,Winter
17,67,15,55,2,Autumn
32,46,0,4,10,Winter
-1,61,13,23,4,Summer
32,74,7.5,49,2,Summer
26,99,16.5,63,1,Spring
1,68,6.5,73,1,Winter
-1,61,18,98,1,Winter
1,80,2.5,95,0,Winter
21,74,14,79,1,Spring
16,85,8,54,2,Summer
-20,58,9.5,76,4,Summer
16,76,14,17,4,Autumn
1,73,7.5,91,1,Winter
2,99,3.5,84,0,Winter
34,94,8.5,97,1,Spring
26,105,35,85,7,Summer
31,30,2.5,82,10,Autumn
29,50,13,29,1,Summer
-17,79,1,77,8,Autumn
23,73,3.5,101,0,Spring
34,76,8,18,1,Winter
11,60,7.5,41,1,Autumn
32,72,22.5,79,9,Winter
22,80,38.5,71,2,Summer
-6,99,18,52,0,Winter
34,46,8,15,10,Winter
27,84,9.5,92,2,Autumn
31,81,6,72,3,Autumn
17,69,9.5,82,1,Spring
18,59,3,47,3,Summer
23,44,1,14,11,Autumn
-7,82,0.5,95,0,Winter
-2,95,1.5,69,1,Winter
41,60,1,16,6,Winter
26,56,9.5,7,10,Summer
10,73,6.5,88,0,Summer
13,51,7,47,3,Summer
33,52,9.5,34,4,Autumn
24,82,14,97,1,Winter
22,78,14,66,2,Winter
21,75,13,12,3,Autumn
38,85,9.5,86,0,Spring
10,107,22,94,14,Autumn
-6,87,7,83,0,Winter
26,54,10,27,1,Autumn
14,67,7,40,2,Summer
60,84,24.5,101,3,Spring
-3,84,6.5,97,1,Winter
31,36,3.5,14,6,Autumn
14,71,10.5,17,4,Summer
-12,60,8,56,4,Spring
43,39,14,39,10,Spring
18,78,11,53,0,Winter
25,58,3,34,3,Autumn
30,47,8.5,13,5,Spring
32,25,8.5,36,5,Autumn
10,78,13.5,35,2,Autumn
41,20,10,9,5,Autumn
22,72,11,18,3,Winter
31,68,2.5,17,5,Spring
-2,71,12.5,95,1,Winter
41,95,16.5,83,10,Autumn
52,92,19,90,13,Autumn
17,70,12,31,4,Spring
22,22,5,9,5,Spring
39,58,1.5,10,5,Winter
13,89,19,75,2,Spring
30,71,8,40,3,Autumn
38,44,6,2,8,Spring
25,103,17.5,85,7,Autumn
4,67,16.5,56,0,Winter
29,77,4,39,2,Spring
30,61,4,9,10,Summer
25,97,3.5,94,14,Autumn
40,49,3,26,12,Winter
32,61,0.5,31,1,Summer
27,83,10.5,72,1,Spring
3,80,17,72,0,Winter
13,64,2,26,3,Winter
34,29,9,5,11,Summer
14,78,12.5,90,2,Spring
15,66,7,94,5,Winter
20,71,16.5,60,2,Summer
13,87,25.5,77,4,Summer
24,58,9,3,6,Summer
-6,70,2,80,0,Winter
13,65,13,36,1,Winter
30,34,8.5,2,8,Winter
27,72,6,68,1,Autumn
11,68,7.5,20,3,Winter
13,70,17.5,79,1,Summer
27,48,8.5,15,10,Summer
31,59,8.5,5,8,Autumn
1,68,8,54,0,Winter
31,62,8,8,9,Summer
26,53,5,20,3,Winter
28,59,9,7,11,Winter
38,20,2.5,9,7,Summer
16,55,11.5,54,14,Winter
48,32,10,40,1,Spring
36,61,4.5,10,11,Winter
77,97,20.5,106,14,Summer
25,89,16,87,0,Winter
24,54,0.5,4,5,Autumn
11,78,9.5,30,3,Spring
30,61,14,33,3,Autumn
-8,97,16,69,1,Winter
32,91,6.5,59,0,Spring
16,64,12,16,2,Spring
0,88,12.5,77,1,Winter
36,48,1,16,9,Spring
44,30,9.5,19,5,Winter
27,62,8.5,18,1,Summer
23,91,16,92,0,Winter
0,81,11.5,74,0,Winter
20,60,3,2,6,Autumn
2,56,8.5,59,11,Winter
23,88,9,51,1,Summer
32,67,17.5,81,3,Spring
34,97,2,97,6,Winter
14,55,8.5,44,4,Summer
40,35,8,3,11,Spring
25,66,18,97,3,Summer
-16,72,12,46,5,Spring
23,62,14.5,24,2,Autumn
20,93,5,109,6,Summer
21,62,12.5,27,4,Winter
32,64,7,49,4,Winter
1,64,6.5,72,1,Winter
23,70,15,49,1,Spring
27,29,2.5,5,7,Summer
4,68,4.5,54,1,Winter
24,104,25.5,79,2,Autumn
-9,86,2,69,1,Winter
25,37,0,5,5,Winter
44,58,2.5,4,11,Summer
10,61,10,37,4,Winter
74,93,5,87,13,Summer
30,85,3,109,12,Spring
23,69,11.5,16,2,Autumn
40,40,9.5,15,10,Spring
22,33,3,16,6,Autumn
28,55,1,47,1,Winter
23,74,19.5,92,1,Winter
13,96,16.5,80,3,Winter
17,87,33.5,103,13,Winter
33,48,1.5,6,10,Autumn
10,53,14,43,1,Spring
25,95,13.5,89,1,Spring
-7,61,6,82,0,Winter
31,56,4,10,4,Winter
-9,75,0,72,1,Winter
31,94,10.5,93,1,Winter
36,44,9,7,11,Winter
18,75,11,19,1,Spring
39,36,10,3,7,Spring
9,105,19,85,3,Spring
35,36,8.5,8,11,Autumn
15,58,11.5,42,2,Summer
17,98,9.5,88,0,Autumn
39,36,8.5,87,2,Spring
33,98,12.5,85,12,Summer
22,74,14,31,4,Winter
24,33,5.5,5,5,Autumn
44,76,18.5,105,11,Winter
12,100,43,109,8,Summer
-8,79,14,90,0,Winter
-10,72,12.5,52,0,Winter
11,73,7,10,1,Winter
-3,81,16.5,88,1,Winter
-13,51,12.5,36,2,Autumn
10,70,17.5,74,2,Summer
30,60,1,41,3,Spring
10,63,2.5,23,3,Spring
3,80,18.5,53,1,Winter
13,79,6,61,2,Winter
20,93,5,89,2,Spring
17,72,7.5,28,3,Winter
41,24,5.5,10,10,Summer
-10,64,5,87,1,Winter
32,51,11,17,1,Winter
29,74,11.5,17,1,Summer
-5,65,10.5,81,1,Winter
21,85,7,72,1,Winter
28,45,5.5,3,5,Spring
32,88,14.5,96,2,Autumn
76,93,15,106,0,Spring
2,82,3,59,0,Winter
99,108,13,105,13,Spring
53,79,8,103,0,Winter
-7,93,7.5,74,0,Winter
26,81,1.5,97,4,Spring
-1,81,18,60,1,Winter
-9,95,12,98,1,Winter
31,67,5.5,68,3,Winter
31,78,0.5,25,4,Spring
2,78,9.5,71,0,Winter
9,75,12.5,99,0,Autumn
27,91,13.5,75,1,Spring
15,55,14,11,2,Winter
6,25,13.5,38,12,Autumn
33,52,9,2,6,Spring
26,50,11,14,4,Winter
28,76,11,30,1,Autumn
26,47,1,0,11,Summer
-22,86,1.5,76,1,Winter
19,73,12,33,2,Winter
24,45,1.5,22,6,Autumn
13,65,15,93,3,Winter
12,68,14,58,2,Summer
34,36,6,6,7,Summer
34,79,12,95,2,Spring
-7,78,17.5,76,0,Winter
30,74,12.5,48,2,Summer
-8,72,15.5,89,1,Winter
12,72,5.5,87,8,Autumn
21,66,1,46,4,Autumn
24,54,7.5,20,3,Summer
10,51,3,48,4,Autumn
-8,96,16.5,68,0,Winter
0,66,15,78,0,Winter
29,49,4.5,17,8,Spring
1,86,12,81,1,Winter
33,48,3,13,11,Summer
28,44,8.5,12,11,Autumn
-6,70,46.5,89,0,Winter
-4,76,13,60,0,Winter
31,82,12.5,74,2,Autumn
42,45,7,17,8,Summer
0,69,4,86,1,Winter
44,89,11,77,4,Winter
17,76,11.5,86,0,Winter
30,71,18,50,0,Summer
23,62,1,9,10,Autumn
3,96,13,51,1,Winter
48,36,4.5,29,3,Spring
30,65,3.5,0,10,Winter
20,40,0.5,18,9,Spring
22,68,18,64,2,Summer
32,77,13.5,103,5,Autumn
25,53,7,12,8,Autumn
-4,72,2,19,9,Summer
26,65,4.5,12,8,Spring
2,75,19,87,0,Winter
29,35,7.5,7,7,Spring
1,65,19,59,1,Winter
-2,66,2.5,58,1,Winter
22,32,6.5,12,8,Autumn
42,65,7.5,9,6,Winter
37,35,4.5,15,7,Autumn
11,78,2,21,2,Spring
37,63,3.5,45,10,Autumn
-8,99,43,79,13,Winter
28,44,5,16,7,Winter
27,76,3.5,49,5,Spring
14,97,8.5,89,3,Autumn
32,42,0.5,4,11,Autumn
27,76,7,23,7,Autumn
43,48,4.5,10,11,Autumn
23,90,18.5,64,3,Spring
2,86,12.5,53,0,Winter
1,100,13,96,11,Winter
7,85,27.5,76,3,Autumn
32,66,2,19,2,Summer
12,71,19,87,0,Summer
10,73,13.5,44,2,Autumn
32,75,9,28,3,Autumn
23,67,9,17,9,Summer
-24,106,31.5,71,6,Winter
35,68,1.5,9,7,Spring
4,89,9.5,90,0,Winter
18,57,11,30,4,Summer
36,65,7.5,53,7,Autumn
26,63,13,10,1,Summer
27,65,13,83,0,Winter
26,91,18,57,1,Summer
21,74,8.5,88,7,Spring
31,39,0.5,8,6,Summer
-1,67,5,50,0,Winter
77,79,12.5,80,3,Spring
11,108,29,109,7,Autumn
32,60,3.5,30,1,Summer
-9,95,14.5,50,0,Winter
-6,69,13,53,0,Winter
34,61,1,19,3,Summer
14,74,4.5,31,4,Summer
2,86,12,98,0,Winter
-1,29,6,84,5,Winter
39,27,5.5,8,9,Winter
43,39,8.5,19,7,Autumn
18,92,12,76,4,Summer
35,96,30,80,3,Winter
-5,49,3,57,3,Winter
32,91,13.5,91,3,Summer
24,55,8.5,48,3,Summer
11,75,16.5,96,3,Autumn
17,79,30.5,83,13,Spring
25,67,18,50,1,Winter
39,29,6,10,11,Summer
34,61,5,13,10,Winter
-6,78,2.5,85,0,Spring
-5,73,14,72,1,Winter
3,90,13.5,76,1,Winter
43,68,4,3,6,Summer
13,90,17,77,2,Summer
24,64,2.5,3,9,Spring
42,57,0,0,8,Spring
22,86,11.5,69,1,Summer
13,79,11,62,2,Autumn
1,83,1,53,1,Winter
-3,93,17,51,0,Winter
31,45,4.5,18,6,Spring
42,28,14.5,15,7,Spring
32,82,13.5,71,0,Summer
-15,59,14,12,12,Autumn
24,75,9.5,68,1,Spring
17,61,13,79,2,Winter
15,60,5,44,1,Summer
5,39,3.5,15,11,Autumn
31,76,10,55,2,Autumn
31,31,1,2,9,Spring
15,61,10,99,11,Spring
23,75,19.5,91,1,Autumn
38,88,1.5,100,9,Winter
10,77,8,75,5,Autumn
28,44,0.5,19,5,Winter
31,62,6.5,66,1,Summer
24,31,2,13,7,Winter
32,99,12.5,87,0,Summer
-13,65,10.5,62,13,Autumn
-7,63,0,73,1,Winter
-2,95,3,79,1,Winter
-8,60,7.5,89,1,Winter
37,74,12,73,12,Summer
-7,60,3,72,0,Winter
43,61,6.5,19,7,Summer
14,86,9,59,1,Winter
31,66,9,9,9,Spring
2,74,14,59,0,Winter
43,66,6.5,16,8,Summer
-15,40,12,41,10,Summer
44,24,4,6,8,Autumn
29,54,11.5,22,3,Spring
41,55,8.5,18,7,Summer
21,101,12.5,108,6,Summer
16,70,7.5,29,2,Autumn
-2,104,19,108,13,Winter
11,70,7.5,72,0,Winter
32,52,14.5,24,4,Winter
29,73,14.5,60,1,Summer
3,99,2.5,72,0,Winter
-3,95,0.5,85,1,Winter
32,39,2,9,6,Winter
14,77,2.5,18,1,Winter
22,43,7,5,5,Spring
